金属法兰,注意现象,铸造砂眼
金属法兰,注意现象,锈蚀
金属法兰,注意现象,外伤
引线端子板,注意现象,变形
引线端子板,注意现象,开裂
轴、销、锁扣和机械,注意现象,变形
变压器,注意现象,异常声响
放电量趋势,注意现象,平稳
套管接线端子等连接部位表面,注意现象,氧化
瓷件表面,注意现象,气泡
法兰,注意现象,渗漏油现象
阻尼电阻各部位,注意现象,发热
避雷器绝缘表面,注意现象,凝露
增爬裙,注意现象,变形
引线,注意现象,断股
焊接接头,注意现象,裂纹
瓷套,注意现象,损伤
胶装,注意现象,损伤
雨淋阀、喷雾头、管件、管网及,注意现象,渗漏
管道、管件、压力表、过滤器、,注意现象,腐蚀
机构二次接线二次电缆绝缘层,注意现象,变色
电容式电压互感器次电压包括,注意现象,波动
各绝缘件、木制件、线圈、,注意现象,损坏
监测装置二次端子、螺丝、,注意现象,补齐
分闸控制阀活塞、阀杆、,注意现象,划痕
端子箱及检修电源箱基础,注意现象,倾斜
铭牌编号继电器应校验,注意现象,锈蚀
底座倾斜涂漆层大面积,注意现象,锈蚀
类型特性曲线或制造厂,注意现象,差别
支柱绝缘子上、下端面,注意现象,水平
熔断件值载熔件熔断件,注意现象,击穿
沟、隧道、夹层、电缆,注意现象,积水
天气检查高压熔断器是,注意现象,凝露
气体电流互感器各部位,注意现象,现象
干式电流互感器各部位,注意现象,现象
冷凝型驱潮装置排水管,注意现象,堵塞
吸湿器吸湿剂变色部分,注意现象,空隙
开关柜压力释放装置,注意现象,障碍物
爬裙放电计数器校验,注意现象,现象
传动连杆及其它外露,注意现象,紧固
晶闸管阀水冷管路等,注意现象,现象
高频阻波器表面涂层,注意现象,破损
位置管道绝缘法兰,注意现象,绝缘支架
外绝缘外绝缘爬电,注意现象,要求
单元二次电缆绝缘,注意现象,现象
柜门密封螺丝封堵,注意现象,异常
耦合电容器均压环,注意现象,锈蚀
一次接线端子表面,注意现象,破损
各连接件和插接件,注意现象,情况
氧化物限压器瓷套,注意现象,裂纹
压力开关组件动作,注意现象,变形
芯棒螺丝螺母垫圈,注意现象,滑扣
避雷器连接面涂覆,注意现象,缝隙
电缆和避雷器引线,注意现象,现象
电流互感器各部位,注意现象,现象
干式放电线圈绝缘,注意现象,破损
测温电抗器本体和,注意现象,发热
所有外露金属件,注意现象,防腐蚀层
机构各转动部分,注意现象,润滑脂
室外电缆终端头,注意现象,抛挂物
接触面安装方向,注意现象,紧固
外观瓷套管表面,注意现象,裂纹
外绝缘中部伞裙,注意现象,放电
外观外绝缘部分,注意现象,现象
设备镀锌层色样,注意现象,锈蚀
激光探测器工作,注意现象,异物
母线固定器抱箍,注意现象,痕迹
绝缘子连接部位,注意现象,缺陷
部位明显水蒸汽,注意现象,现象
油位储油柜油位,注意现象,温度
导电臂及导电带,注意现象,断股
保护元件避雷器,注意现象,牢固
相间距离及弧垂,注意现象,标准
绝缘小套管表面,注意现象,破损
保护元件避雷器,注意现象,变形
下方内部液压油,注意现象,油迹
电抗器表面涂层,注意现象,痕迹
台站用变压器侧,注意现象,环路
母线固定器压片,注意现象,裂纹
接线端子排接线,注意现象,异常
片式散热器边缘,注意现象,开裂
元件外壳、漆层,注意现象,渗油
高能氧化锌组件,注意现象,锈蚀
金属件和法兰盘,注意现象,裂纹
高频阻波器表面,注意现象,破损
各类指示灯信号,注意现象,异常
测温部分本体和,注意现象,发热
所有金属件表面,注意现象,锈蚀
法兰及固定螺栓,注意现象,锈蚀
引线接头、电缆,注意现象,迹象
干式电抗器基础,注意现象,倾斜
均压环紧固螺栓,注意现象,松动
二极管、晶闸管,注意现象,击穿
一次接线线夹,注意现象,过渡线夹
箱内二次电缆,注意现象,接线柱
安全运行标志,注意现象,建筑
箱内各零部件,注意现象,松动
瓷套表面油位,注意现象,损伤
表计标志动作,注意现象,正确
损伤、防腐层,注意现象,变形
外壳所有接缝,注意现象,渗油
复合绝缘套管,注意现象,情况
部位油箱底部,注意现象,杂物
设备线夹弧垂,注意现象,扭曲
合闸线圈电阻,注意现象,规定
吸湿剂吸湿剂,注意现象,空隙
底座转动部位,注意现象,卡滞
外表面及法兰,注意现象,裂纹
外壳局部颜色,注意现象,现象
接线端子导电,注意现象,裂纹
绝缘弯曲半径,注意现象,要求
三相终端温差,注意现象,要求
接线端子导电,注意现象,变形
外部绝缘漆完,注意现象,变形
轴、孔、轴承,注意现象,松动
高压设备套管,注意现象,痕迹
导体连接,注意现象,发热
漆膜或保护层,注意现象,划痕
构架金属部件,注意现象,爆皮
接地线接地线,注意现象,松动
解体弹簧部件,注意现象,变形
有关调试接线,注意现象,物件
引线端子接连,注意现象,烧伤
底座、熔断件,注意现象,烧伤
后绝缘子表面,注意现象,破损
轴、孔、轴承,注意现象,变形
弹簧操动机构,注意现象,断裂
调谐元件外观,注意现象,痕迹
电缆终端及其,注意现象,异常
瓷套一次端子,注意现象,损伤
伞裙、基座及,注意现象,裂纹
绝缘底座法兰,注意现象,积水
气体继电器、,注意现象,渗漏
电流互感器、,注意现象,锈蚀
设备基础构架,注意现象,倾斜
检查泄压通道,注意现象,通道
检查泄压通道,注意现象,异常
装置回路电阻,注意现象,偏差
系统压力厂家,注意现象,规定
内阻偏离值,注意现象,出厂值
其金属支架,注意现象,现象
瓷套胶合面,注意现象,检测
锈蚀压力箱,注意现象,破损
沟线路标桩,注意现象,异常
油位及行程,注意现象,要求
柜门各螺栓,注意现象,松动
金具和螺栓,注意现象,锈蚀
蓄电池壳体,注意现象,腐蚀
人运维主站,注意现象,碳钢
绝缘子表面,注意现象,打磨
外壳地面及,注意现象,油渍
高频阻波器,注意现象,变形
处接触弹性,注意现象,弹簧
绝缘子表面,注意现象,气泡
接地网,注意现象,土层塌陷
底座、支架,注意现象,倾斜
绝缘件表面,注意现象,开裂
接线板表面,注意现象,破损
均压环表面,注意现象,毛刺
钢管避雷针,注意现象,沉降
软连接异物,注意现象,断股
瓷质绝缘子,注意现象,损伤
均压环表面,注意现象,倾斜
集气盒管路,注意现象,变形
伸缩节氧化,注意现象,断片
绝缘子异物,注意现象,位移
四周其安全,注意现象,情况
附件其油箱,注意现象,渗漏
电容器表面,注意现象,油渍
瓷套外表面,注意现象,现象
瓷外套法兰,注意现象,积水
外壳、漆层,注意现象,变形
熔断件表面,注意现象,裂纹
电抗器表面,注意现象,破损
污水泵运转,注意现象,杂物
套管外表面,注意现象,损伤
设备本体及,注意现象,现象
端子箱基座,注意现象,倾斜
电抗器表面,注意现象,痕迹
检查阀弹性,注意现象,锈蚀
支架各焊接,注意现象,锈蚀
测温本体和,注意现象,发热
一次接线板,注意现象,异常
限位螺栓、,注意现象,松动
绝缘油例行,注意现象,异常
压力开关及,注意现象,泄漏
卡簧表面,注意现象,润滑脂
触头性能,注意现象,凡士林
颜色极柱,注意现象,短路
螺栓附件,注意现象,牢固
阀门阀门,注意现象,支架
局部颜色,注意现象,损坏
位置瓷质,注意现象,破损
法兰螺栓,注意现象,裂纹
松动异物,注意现象,现象
活塞表面,注意现象,损坏
旋转方向,注意现象,裂纹
瓷件法兰,注意现象,锈蚀
特殊天气,注意现象,现象
接头表面,注意现象,缺陷
室外布置,注意现象,异物
动作次序,注意现象,异响
限位部件,注意现象,要求
外熔断器,注意现象,熔断
内部漆膜,注意现象,浮尘
表面法兰,注意现象,锈蚀
二次接线,注意现象,现象
电缆标牌,注意现象,变色
部件动作,注意现象,锈蚀
编号回路,注意现象,松动
弹簧机构,注意现象,渗漏
冷却装置,注意现象,异音
连接轴销,注意现象,现象
瓷套表面,注意现象,变形
支架倾斜,注意现象,锈蚀
异物排水,注意现象,积水
底座倾斜,注意现象,锈蚀
防水密封,注意现象,损伤
防水密封,注意现象,变形
间隙尺寸,注意现象,要求
法兰端面,注意现象,变形
标志标牌,注意现象,现象
引线线夹,注意现象,接头
外观检查,注意现象,异常
绝缘支架,注意现象,烧伤
盒内接线,注意现象,异常
支撑螺杆,注意现象,现象
导电臂管,注意现象,裂纹
距离误差,注意现象,倾斜
缓冲弹簧,注意现象,松动
底座部件,注意现象,锈蚀
密封圈其,注意现象,密封
储压器各,注意现象,变形
附属设施,注意现象,完整
阻尼装置,注意现象,放电
金属件和,注意现象,锈蚀
部分轴销,注意现象,锈蚀
部件红外,注意现象,异常
终端套管,注意现象,响声
组合电器,注意现象,损伤
油泵皮带,注意现象,现象
晶闸管阀,注意现象,现象
排列熔管,注意现象,熔断
复合粘接,注意现象,现象
箱体密封,注意现象,损伤
密封箱体,注意现象,锈蚀
压力油位,注意现象,正常
金属支架,注意现象,锈蚀
监测装置,注意现象,裂纹
电缆防火,注意现象,情况
放热接头,注意现象,气孔
弹簧表面,注意现象,现象
支架固定,注意现象,现象
其它杂物,注意现象,油垢
一次引线,注意现象,断股
箱体基座,注意现象,倾斜
构架金属,注意现象,锈蚀
基座铁质,注意现象,锈蚀
绝缘底座,注意现象,破损
电缆接头,注意现象,变形
设备线夹,注意现象,发热
绝缘子串,注意现象,积污
线夹金具,注意现象,现象
基础支架,注意现象,开裂
电缆附件,注意现象,异常
电缆终端,注意现象,声响
导电回路,注意现象,异常
套管本体,注意现象,异常
绝缘紧固,注意现象,裂纹
复合支架,注意现象,现象
固定螺栓,注意现象,松动
操作功能,注意现象,异常
油位油位,注意现象,碎裂
油压值,注意现象,现象
盒防火,注意现象,破损
接触面,注意现象,紧固
绞线涂,注意现象,端部
断路器,注意现象,脱落
接地线,注意现象,锈蚀
机构箱,注意现象,现象
无线圈,注意现象,气味
内部及,注意现象,声响
伸缩缝,注意现象,封闭
绝缘子,注意现象,要求
均压环,注意现象,牢固
阀盖及,注意现象,拆除
绝缘件,注意现象,损坏
绝缘子,注意现象,异物
均压环,注意现象,痕迹
压板及,注意现象,现象
其焊接,注意现象,尖角
端子排,注意现象,异物
本体或,注意现象,变形
信号缸,注意现象,异常
引线、,注意现象,迹象
松弛度,注意现象,扭曲
导线或,注意现象,现象
波纹管,注意现象,情况
信号缸,注意现象,变形
避雷器,注意现象,散股
管道壁,注意现象,渗漏
板支撑,注意现象,倾斜
外护套,注意现象,损伤
端子排,注意现象,痕迹
电抗器,注意现象,损伤
波纹管,注意现象,变形
均压环,注意现象,破损
螺丝、,注意现象,松动
瓷外套,注意现象,痕迹
油箱各,注意现象,变形
母线室,注意现象,灰尘
均压环,注意现象,变形
检查泡,注意现象,松动
室周围,注意现象,异响
金具、,注意现象,锈蚀
绝缘子,注意现象,裂纹
电抗器支柱,注意现象,裂纹
瓷外套法兰,注意现象,裂纹
瓷外套,注意现象,脱釉
瓷外套,注意现象,破损
室电缆,注意现象,布置
外绝缘,注意现象,闪络
基座及,注意现象,锈蚀
避雷器,注意现象,声响
电缆室,注意现象,异味
电抗器,注意现象,浸润
控制器,注意现象,接地
电抗器,注意现象,变色
油位计,注意现象,凝露
转动,注意现象,润滑脂
齿轮,注意现象,润滑脂
活塞,注意现象,处理
套管,注意现象,痕迹
套管,注意现象,歪斜
螺栓,注意现象,螺孔
密封,注意现象,漏液
套管,注意现象,响声
异物,注意现象,裂纹
电阻,注意现象,规定
油位,注意现象,油垢
表面,注意现象,裂纹
材料,注意现象,完好
鼓胀,注意现象,漏液
标志,注意现象,划伤
支架,注意现象,锈蚀
护套,注意现象,破损
导电,注意现象,现象
法兰,注意现象,积水
构架,注意现象,沉降
表面,注意现象,现象
行程,注意现象,要求
接地,注意现象,现象
外壳,注意现象,渗漏
红外,注意现象,异常
箱沿,注意现象,断股
电压,注意现象,突变
外观,注意现象,异常
充油,注意现象,渗漏
间隙,注意现象,尘埃
铁心,注意现象,现象
终端,注意现象,异物
部位,注意现象,锈蚀
电流,注意现象,正常
油位,注意现象,现象
排列,注意现象,位移
导线,注意现象,异物
套管,注意现象,异味
套筒,注意现象,缺陷
法兰,注意现象,裂纹
金具,注意现象,现象
瓷质,注意现象,裂纹
温度,注意现象,声响
封堵,注意现象,损伤
励磁,注意现象,位置
金属,注意现象,锈蚀
系统,注意现象,现象
电缆,注意现象,电晕
引线,注意现象,现象
异常,注意现象,痕迹
套管,注意现象,损伤
铁心,注意现象,缺角
膨胀,注意现象,变色
绝缘,注意现象,损伤
机构,注意现象,断裂
底座,注意现象,锈蚀
封堵,注意现象,锈蚀
密封,注意现象,损伤
釉面,注意现象,破损
母线,注意现象,破损
母线,注意现象,痕迹
套管,注意现象,电晕
绝缘,注意现象,现象
支架,注意现象,变形
套管,注意现象,闪络
套管,注意现象,裂痕
筒体,注意现象,位移
温控,注意现象,异常
油泵,注意现象,停机
导线,注意现象,虚焊
室异,注意现象,异味
管道,注意现象,脱漆
引线,注意现象,损伤
孔洞,注意现象,渗漏
构架,注意现象,变形
弹簧,注意现象,锈蚀
lh油系统,注意现象,渗漏
